# BUSCO version is: 5.8.0 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
32134at4891	Complete	h2tg000059l_path	8417	7656	-	209.9	180	https://www.orthodb.org/v10?query=32134at4891	rRNA biogenesis protein RRP36
32137at4891	Complete	h2tg000045l_path	31989	33107	+	337.1	229	https://www.orthodb.org/v10?query=32137at4891	Ubiquitin
32146at4891	Complete	h2tg000141l_path	14145	15557	+	179.9	153	https://www.orthodb.org/v10?query=32146at4891	Nucleoporin Nup49
32155at4891	Complete	h2tg000135l_path	72431	70008	-	235.4	233	https://www.orthodb.org/v10?query=32155at4891	Exocyst complex component SEC3
32172at4891	Duplicated	h2tg000004l_path	43876	44541	+	349.9	187	https://www.orthodb.org/v10?query=32172at4891	ras-domain-containing protein
32172at4891	Duplicated	h2tg000136l_path	20745	20077	-	345.3	187	https://www.orthodb.org/v10?query=32172at4891	ras-domain-containing protein
32213at4891	Complete	h2tg000029l_path	91384	90863	-	222.1	150	https://www.orthodb.org/v10?query=32213at4891	ATP synthase subunit d, mitochondrial
32220at4891	Complete	h2tg000006l_path	29712	30206	+	288.8	143	https://www.orthodb.org/v10?query=32220at4891	Ubiquitin-conjugating enzyme E2 2
32226at4891	Complete	h2tg000119l_path	138101	139195	+	192.8	233	https://www.orthodb.org/v10?query=32226at4891	RNA polymerase II associated factor Paf1
32228at4891	Complete	h2tg000029l_path	191339	191950	+	244.9	161	https://www.orthodb.org/v10?query=32228at4891	Snf7 family
32235at4891	Complete	h2tg000069l_path	27398	26460	-	236.1	170	https://www.orthodb.org/v10?query=32235at4891	ribosomal protein L22
32238at4891	Complete	h2tg000065l_path	54549	53158	-	277.9	198	https://www.orthodb.org/v10?query=32238at4891	recombination protein Rad52
32270at4891	Complete	h2tg000046l_path	16171	15386	-	279.3	192	https://www.orthodb.org/v10?query=32270at4891	Ribosomal protein L15
32312at4891	Complete	h2tg000117l_path	104622	102373	-	306.0	366	https://www.orthodb.org/v10?query=32312at4891	Exocyst complex component EXO84
32319at4891	Complete	h2tg000128l_path	105494	104913	-	216.9	124	https://www.orthodb.org/v10?query=32319at4891	SKP1 component, dimerisation
32329at4891	Complete	h2tg000036l_path	24754	24056	-	160.0	160	https://www.orthodb.org/v10?query=32329at4891	COQ9
32341at4891	Complete	h2tg000125l_path	12670	13656	+	182.1	194	https://www.orthodb.org/v10?query=32341at4891	Ribokinase
32346at4891	Complete	h2tg000054l_path	23	1267	+	198.7	234	https://www.orthodb.org/v10?query=32346at4891	Similar to Saccharomyces cerevisiae YOL072W THP1 Nuclear pore-associated protein
32367at4891	Fragmented	h2tg000147l_path	11798	12171	+	113.7	102	https://www.orthodb.org/v10?query=32367at4891	Peptidyl-tRNA hydrolase
32435at4891	Complete	h2tg000087l_path	25905	27290	+	178.1	220	https://www.orthodb.org/v10?query=32435at4891	NEDD8-activating enzyme E1 regulatory subunit
32475at4891	Complete	h2tg000066l_path	60730	59075	-	66.9	180	https://www.orthodb.org/v10?query=32475at4891	Calpain-like protease palB/RIM13
32490at4891	Complete	h2tg000073l_path	14676	15338	+	275.5	160	https://www.orthodb.org/v10?query=32490at4891	Mitochondrial import inner membrane translocase subunit TIM23
32508at4891	Complete	h2tg000014l_path	166504	167438	+	255.1	157	https://www.orthodb.org/v10?query=32508at4891	MOB kinase activator family
32519at4891	Complete	h2tg000029l_path	76545	75928	-	317.3	173	https://www.orthodb.org/v10?query=32519at4891	Uridylate kinase
32529at4891	Complete	h2tg000040l_path	48365	49525	+	335.1	296	https://www.orthodb.org/v10?query=32529at4891	GPI transamidase component GAB1
32545at4891	Complete	h2tg000028l_path	90506	91021	+	173.9	124	https://www.orthodb.org/v10?query=32545at4891	GAF domain
32546at4891	Complete	h2tg000089l_path	121475	120957	-	297.7	149	https://www.orthodb.org/v10?query=32546at4891	Ribosomal protein L5
32549at4891	Complete	h2tg000021l_path	130177	129686	-	173.9	129	https://www.orthodb.org/v10?query=32549at4891	Peptidyl-prolyl cis-trans isomerase
32582at4891	Complete	h2tg000081l_path	5922	5452	-	268.7	141	https://www.orthodb.org/v10?query=32582at4891	V-type proton ATPase proteolipid subunit
32607at4891	Complete	h2tg000013l_path	176501	175887	-	102.2	129	https://www.orthodb.org/v10?query=32607at4891	Mediator of RNA polymerase II transcription subunit 20
32632at4891	Complete	h2tg000042l_path	2976	4643	+	421.2	376	https://www.orthodb.org/v10?query=32632at4891	Chromatin structure-remodeling complex subunit RSC9
32672at4891	Complete	h2tg000033l_path	2441	2010	-	200.5	109	https://www.orthodb.org/v10?query=32672at4891	Zinc finger C2H2-type
32712at4891	Complete	h2tg000031l_path	62776	63168	+	270.2	127	https://www.orthodb.org/v10?query=32712at4891	Ribosome biogenesis protein RLP24
32745at4891	Complete	h2tg000006l_path	277777	278768	+	120.6	162	https://www.orthodb.org/v10?query=32745at4891	actin binding
32761at4891	Fragmented	h2tg000039l_path	171242	172765	+	136.7	235	https://www.orthodb.org/v10?query=32761at4891	Winged helix-like DNA-binding domain superfamily
32785at4891	Complete	h2tg000007l_path	4473	3808	-	174.7	151	https://www.orthodb.org/v10?query=32785at4891	Exoribonuclease, phosphorolytic domain 1
32812at4891	Complete	h2tg000089l_path	94415	93990	-	216.1	125	https://www.orthodb.org/v10?query=32812at4891	Spliceosomal protein DIB1
32823at4891	Complete	h2tg000090l_path	78533	78967	+	188.4	93	https://www.orthodb.org/v10?query=32823at4891	DNA-directed RNA polymerase, 14-18kDa subunit, conserved site
32845at4891	Complete	h2tg000142l_path	7483	6737	-	95.8	118	https://www.orthodb.org/v10?query=32845at4891	similar to Saccharomyces cerevisiae YGR158C MTR3 Exosome non-catalytic core component
32853at4891	Complete	h2tg000005l_path	113546	113992	+	156.0	101	https://www.orthodb.org/v10?query=32853at4891	EF-hand domain
32856at4891	Complete	h2tg000048l_path	60968	60195	-	245.3	172	https://www.orthodb.org/v10?query=32856at4891	Exosome complex component CSL4
32872at4891	Complete	h2tg000042l_path	68237	68656	+	173.3	120	https://www.orthodb.org/v10?query=32872at4891	Prefoldin
32892at4891	Complete	h2tg000134l_path	1281	1952	+	202.9	158	https://www.orthodb.org/v10?query=32892at4891	Enolase-phosphatase E1
32898at4891	Complete	h2tg000099l_path	49215	49836	+	186.3	150	https://www.orthodb.org/v10?query=32898at4891	DNA replication complex GINS protein PSF1
32901at4891	Complete	h2tg000048l_path	120869	119469	-	228.7	278	https://www.orthodb.org/v10?query=32901at4891	Origin recognition complex subunit 5
32984at4891	Complete	h2tg000097l_path	6619	7596	+	284.2	271	https://www.orthodb.org/v10?query=32984at4891	Tetratricopeptide repeat
32986at4891	Complete	h2tg000109l_path	8022	7033	-	136.4	201	https://www.orthodb.org/v10?query=32986at4891	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
33004at4891	Complete	h2tg000044l_path	54253	51935	-	324.1	319	https://www.orthodb.org/v10?query=33004at4891	Protein EFR3
33025at4891	Complete	h2tg000031l_path	81171	80434	-	292.0	189	https://www.orthodb.org/v10?query=33025at4891	Ribosome maturation protein SBDS, N-terminal
33057at4891	Complete	h2tg000118l_path	74919	74284	-	194.7	147	https://www.orthodb.org/v10?query=33057at4891	Mediator of RNA polymerase II transcription subunit 8
33075at4891	Complete	h2tg000117l_path	83083	82310	-	356.0	240	https://www.orthodb.org/v10?query=33075at4891	Proliferating cell nuclear antigen
33087at4891	Complete	h2tg000004l_path	41333	40146	-	193.0	212	https://www.orthodb.org/v10?query=33087at4891	WD40-repeat-containing domain
33117at4891	Complete	h2tg000099l_path	154779	156560	+	247.7	126	https://www.orthodb.org/v10?query=33117at4891	Ribosomal protein S15
33118at4891	Complete	h2tg000002l_path	71463	70995	-	126.6	114	https://www.orthodb.org/v10?query=33118at4891	Glucosamine 6-phosphate N-acetyltransferase
33119at4891	Complete	h2tg000019l_path	147107	147580	+	266.3	132	https://www.orthodb.org/v10?query=33119at4891	Mitochondrial import inner membrane translocase subunit TIM17
33121at4891	Complete	h2tg000089l_path	82161	81679	-	193.6	135	https://www.orthodb.org/v10?query=33121at4891	Low molecular weight phosphotyrosine protein phosphatase
33122at4891	Complete	h2tg000119l_path	101101	100577	-	147.6	115	https://www.orthodb.org/v10?query=33122at4891	transport protein particle 20 kDa subunit
33197at4891	Complete	h2tg000144l_path	67598	67050	-	190.9	141	https://www.orthodb.org/v10?query=33197at4891	HAD superfamily
33198at4891	Complete	h2tg000059l_path	10135	10815	+	129.2	126	https://www.orthodb.org/v10?query=33198at4891	AMMECR1
33220at4891	Complete	h2tg000021l_path	77931	77449	-	111.9	94	https://www.orthodb.org/v10?query=33220at4891	Putative DNA-directed RNA polymerase III subunit
33224at4891	Complete	h2tg000028l_path	98128	98580	+	240.6	130	https://www.orthodb.org/v10?query=33224at4891	Nucleoside diphosphate kinase
33227at4891	Complete	h2tg000100l_path	62243	63171	+	166.2	141	https://www.orthodb.org/v10?query=33227at4891	Palmitoyltransferase
33264at4891	Complete	h2tg000135l_path	88900	89922	+	203.8	149	https://www.orthodb.org/v10?query=33264at4891	EB1, C-terminal
33306at4891	Complete	h2tg000050l_path	36419	36922	+	255.8	152	https://www.orthodb.org/v10?query=33306at4891	PRA1 family protein
33312at4891	Complete	h2tg000147l_path	26699	27433	+	286.7	192	https://www.orthodb.org/v10?query=33312at4891	von Willebrand factor A-like domain superfamily
33317at4891	Complete	h2tg000119l_path	59858	59031	-	172.1	174	https://www.orthodb.org/v10?query=33317at4891	SWR1-complex protein 5
33343at4891	Complete	h2tg000075l_path	55435	54929	-	233.5	141	https://www.orthodb.org/v10?query=33343at4891	6,7-dimethyl-8-ribityllumazine synthase
33349at4891	Complete	h2tg000076l_path	69994	70518	+	218.6	148	https://www.orthodb.org/v10?query=33349at4891	NUDIX hydrolase domain
33351at4891	Missing
33356at4891	Complete	h2tg000002l_path	97336	97980	+	316.8	167	https://www.orthodb.org/v10?query=33356at4891	ras-domain-containing protein
33361at4891	Complete	h2tg000099l_path	159569	159013	-	170.8	130	https://www.orthodb.org/v10?query=33361at4891	protein-tyrosine phosphatase
33386at4891	Complete	h2tg000117l_path	138228	137749	-	113.7	82	https://www.orthodb.org/v10?query=33386at4891	Cytochrome B pre-mRNA-processing protein 6
33387at4891	Complete	h2tg000014l_path	244536	244084	-	122.8	121	https://www.orthodb.org/v10?query=33387at4891	Actin-related protein 2/3 complex subunit 5
33397at4891	Complete	h2tg000103l_path	12720	13511	+	271.7	234	https://www.orthodb.org/v10?query=33397at4891	P-loop containing nucleoside triphosphate hydrolase protein
33398at4891	Complete	h2tg000014l_path	47500	46955	-	198.2	139	https://www.orthodb.org/v10?query=33398at4891	Cytochrome c oxidase assembly factor 1
33429at4891	Complete	h2tg000006l_path	168728	169534	+	197.4	174	https://www.orthodb.org/v10?query=33429at4891	putative membrane protein
33444at4891	Complete	h2tg000055l_path	216027	215200	-	127.4	139	https://www.orthodb.org/v10?query=33444at4891	metal ion transmembrane transporter activity
33503at4891	Complete	h2tg000065l_path	232976	232014	-	139.7	186	https://www.orthodb.org/v10?query=33503at4891	Mitochondrial outer membrane transport complex Sam37/metaxin, N-terminal domain
33522at4891	Complete	h2tg000089l_path	119258	118680	-	159.5	123	https://www.orthodb.org/v10?query=33522at4891	Putative mitochondrial outer membrane protein
33531at4891	Complete	h2tg000029l_path	283022	282534	-	67.4	97	https://www.orthodb.org/v10?query=33531at4891	Ribosomal protein L20, mitochondrial
33542at4891	Complete	h2tg000013l_path	116220	117184	+	227.2	163	https://www.orthodb.org/v10?query=33542at4891	Vacuolar protein sorting-associated protein 29
33557at4891	Missing
33577at4891	Missing
33590at4891	Complete	h2tg000014l_path	62728	61016	-	417.5	431	https://www.orthodb.org/v10?query=33590at4891	Zinc finger, Mcm10/DnaG-type
33600at4891	Complete	h2tg000082l_path	133102	131738	-	264.6	284	https://www.orthodb.org/v10?query=33600at4891	Ribosome biogenesis protein NOP53
33603at4891	Complete	h2tg000111l_path	6055	5456	-	204.0	125	https://www.orthodb.org/v10?query=33603at4891	peptidyl-tRNA hydrolase
33608at4891	Complete	h2tg000089l_path	54353	51279	-	237.8	519	https://www.orthodb.org/v10?query=33608at4891	Autophagy-related protein 11
33646at4891	Complete	h2tg000071l_path	14913	13951	-	339.5	224	https://www.orthodb.org/v10?query=33646at4891	cyclin-like protein
33647at4891	Complete	h2tg000055l_path	188341	187763	-	117.0	84	https://www.orthodb.org/v10?query=33647at4891	Zinc finger, PHD-type
33667at4891	Complete	h2tg000099l_path	206266	206628	+	224.5	115	https://www.orthodb.org/v10?query=33667at4891	ubiquitin-conjugating enzyme
33668at4891	Complete	h2tg000065l_path	181696	182181	+	149.5	117	https://www.orthodb.org/v10?query=33668at4891	Mitochondrial inner membrane protease subunit
33683at4891	Complete	h2tg000015l_path	32200	31568	-	155.5	159	https://www.orthodb.org/v10?query=33683at4891	26S Proteasome non-ATPase regulatory subunit 9
33709at4891	Complete	h2tg000098l_path	54494	54976	+	140.9	112	https://www.orthodb.org/v10?query=33709at4891	Phosphatidylglycerol/phosphatidylinositol transfer protein
33718at4891	Complete	h2tg000086l_path	52648	52151	-	100.6	80	https://www.orthodb.org/v10?query=33718at4891	MIOREX complex component 11
33738at4891	Missing
33753at4891	Complete	h2tg000077l_path	5929	5492	-	167.2	115	https://www.orthodb.org/v10?query=33753at4891	RNA polymerase
33763at4891	Complete	h2tg000120l_path	3300	3737	+	118.7	83	https://www.orthodb.org/v10?query=33763at4891	Ribosomal protein L27/L41, mitochondrial
33809at4891	Complete	h2tg000081l_path	26522	26944	+	166.8	116	https://www.orthodb.org/v10?query=33809at4891	Protein PBDC1
33842at4891	Complete	h2tg000024l_path	49822	49046	-	152.1	208	https://www.orthodb.org/v10?query=33842at4891	Proteasome assembly chaperone 2
33875at4891	Complete	h2tg000006l_path	276138	275542	-	143.9	124	https://www.orthodb.org/v10?query=33875at4891	Prefoldin subunit 3
33887at4891	Complete	h2tg000128l_path	34693	35313	+	230.2	169	https://www.orthodb.org/v10?query=33887at4891	Mitochondrial homologous recombination protein 1
33944at4891	Complete	h2tg000068l_path	58207	58797	+	175.7	123	https://www.orthodb.org/v10?query=33944at4891	translational machinery component
33952at4891	Complete	h2tg000135l_path	57431	58105	+	192.2	151	https://www.orthodb.org/v10?query=33952at4891	Nucleolar protein 16
33993at4891	Complete	h2tg000086l_path	21308	21745	+	204.9	105	https://www.orthodb.org/v10?query=33993at4891	Glutaredoxin
33999at4891	Complete	h2tg000004l_path	100236	99775	-	163.3	105	https://www.orthodb.org/v10?query=33999at4891	Cytochrome c oxidase, subunit Vb
34011at4891	Complete	h2tg000029l_path	121179	121939	+	303.3	186	https://www.orthodb.org/v10?query=34011at4891	Snf7 family
34017at4891	Missing
34026at4891	Complete	h2tg000143l_path	55899	55087	-	286.5	207	https://www.orthodb.org/v10?query=34026at4891	Protein PXR1
34037at4891	Complete	h2tg000035l_path	70779	70090	-	234.0	148	https://www.orthodb.org/v10?query=34037at4891	Protein MSF1
34052at4891	Complete	h2tg000021l_path	236355	236918	+	93.1	110	https://www.orthodb.org/v10?query=34052at4891	Ran-interacting Mog1 protein
34069at4891	Complete	h2tg000013l_path	170876	171502	+	182.3	161	https://www.orthodb.org/v10?query=34069at4891	Ribosome recycling factor
34109at4891	Fragmented	h2tg000057l_path	17342	15894	-	215.7	215	https://www.orthodb.org/v10?query=34109at4891	GRIP domain
34113at4891	Complete	h2tg000131l_path	55224	56541	+	427.6	344	https://www.orthodb.org/v10?query=34113at4891	RNA polymerase II-associated protein 1, C-terminal
34138at4891	Complete	h2tg000077l_path	4494	5321	+	141.1	166	https://www.orthodb.org/v10?query=34138at4891	Domain of unknown function DUF2407 C-terminal
34147at4891	Complete	h2tg000021l_path	244784	243606	-	199.2	255	https://www.orthodb.org/v10?query=34147at4891	Altered inheritance of mitochondria protein 24, mitochondrial
34170at4891	Complete	h2tg000128l_path	52929	52223	-	181.8	130	https://www.orthodb.org/v10?query=34170at4891	HIT-like protein
34188at4891	Complete	h2tg000082l_path	5819	6532	+	99.9	146	https://www.orthodb.org/v10?query=34188at4891	Leucine-rich repeat
34235at4891	Complete	h2tg000077l_path	25587	26207	+	158.0	139	https://www.orthodb.org/v10?query=34235at4891	Dihydrofolate reductase
34291at4891	Complete	h2tg000048l_path	11591	12328	+	184.1	160	https://www.orthodb.org/v10?query=34291at4891	NAD(P)H-hydrate epimerase
34294at4891	Complete	h2tg000122l_path	46975	45986	-	76.0	86	https://www.orthodb.org/v10?query=34294at4891	CAP Gly-rich domain
34307at4891	Complete	h2tg000122l_path	40244	39840	-	186.4	120	https://www.orthodb.org/v10?query=34307at4891	methionine sulfoxide reductase B
34318at4891	Complete	h2tg000006l_path	273347	272874	-	140.9	125	https://www.orthodb.org/v10?query=34318at4891	Mitochondrial ribosomal protein MRPL25
34341at4891	Fragmented	h2tg000088l_path	13690	12794	-	132.8	152	https://www.orthodb.org/v10?query=34341at4891	MRG
34345at4891	Complete	h2tg000144l_path	106312	107001	+	233.2	134	https://www.orthodb.org/v10?query=34345at4891	iron-sulfur cluster assembly protein
34378at4891	Complete	h2tg000102l_path	50528	51484	+	218.4	217	https://www.orthodb.org/v10?query=34378at4891	Zinc finger, RING-type
34416at4891	Complete	h2tg000044l_path	20432	19791	-	209.3	156	https://www.orthodb.org/v10?query=34416at4891	Vesicle transport v-SNARE, N-terminal
34449at4891	Complete	h2tg000007l_path	57811	56222	-	213.9	200	https://www.orthodb.org/v10?query=34449at4891	Nucleoporin Nup54, alpha-helical domain
34458at4891	Complete	h2tg000006l_path	10578	10213	-	155.9	87	https://www.orthodb.org/v10?query=34458at4891	DNA-directed RNA polymerase subunit
34467at4891	Complete	h2tg000039l_path	78301	77768	-	206.7	132	https://www.orthodb.org/v10?query=34467at4891	Actin-related protein 2/3 complex subunit 3
34470at4891	Complete	h2tg000117l_path	109963	110526	+	220.8	148	https://www.orthodb.org/v10?query=34470at4891	Inorganic phosphate transport PHO88
34512at4891	Complete	h2tg000075l_path	77897	78448	+	200.1	128	https://www.orthodb.org/v10?query=34512at4891	Uncharacterised protein family UPF0220
34514at4891	Complete	h2tg000127l_path	34967	34413	-	144.2	113	https://www.orthodb.org/v10?query=34514at4891	Riboflavin kinase
34531at4891	Complete	h2tg000100l_path	93076	93738	+	196.0	165	https://www.orthodb.org/v10?query=34531at4891	ERF1 methyltransferase catalytic subunit MTQ2
34547at4891	Complete	h2tg000055l_path	141955	142815	+	206.6	182	https://www.orthodb.org/v10?query=34547at4891	SNARE
34586at4891	Complete	h2tg000099l_path	19112	19552	+	178.5	118	https://www.orthodb.org/v10?query=34586at4891	ATP synthase, F1 complex, delta/epsilon subunit
34589at4891	Complete	h2tg000024l_path	83090	83560	+	248.1	144	https://www.orthodb.org/v10?query=34589at4891	EF-hand domain
34595at4891	Complete	h2tg000104l_path	23432	22806	-	230.6	166	https://www.orthodb.org/v10?query=34595at4891	Phosphoribosylglycinamide formyltransferase
34600at4891	Complete	h2tg000055l_path	213516	214205	+	180.2	117	https://www.orthodb.org/v10?query=34600at4891	Zinc finger C2H2 superfamily
34687at4891	Complete	h2tg000020l_path	16316	15870	-	192.7	115	https://www.orthodb.org/v10?query=34687at4891	LSM domain, eukaryotic/archaea-type
34715at4891	Complete	h2tg000119l_path	101342	103375	+	210.1	223	https://www.orthodb.org/v10?query=34715at4891	conserved hypothetical protein
34739at4891	Complete	h2tg000008l_path	35023	33800	-	259.2	195	https://www.orthodb.org/v10?query=34739at4891	Peripheral subunit-binding domain
34763at4891	Complete	h2tg000137l_path	20541	20167	-	158.9	99	https://www.orthodb.org/v10?query=34763at4891	Erg28
34789at4891	Fragmented	h2tg000020l_path	143529	143050	-	71.9	80	https://www.orthodb.org/v10?query=34789at4891	Mitochondrial peculiar membrane protein 1
34811at4891	Complete	h2tg000008l_path	54364	54807	+	103.1	97	https://www.orthodb.org/v10?query=34811at4891	Rhodanese-like domain
34813at4891	Complete	h2tg000096l_path	65200	65720	+	188.9	133	https://www.orthodb.org/v10?query=34813at4891	D-aminoacyl-tRNA deacylase
34824at4891	Complete	h2tg000099l_path	124419	124090	-	139.0	77	https://www.orthodb.org/v10?query=34824at4891	DNA-directed RNA polymerase subunit
34835at4891	Complete	h2tg000029l_path	112708	113505	+	159.2	166	https://www.orthodb.org/v10?query=34835at4891	F-actin-capping protein subunit alpha
34839at4891	Complete	h2tg000056l_path	49537	48680	-	158.5	118	https://www.orthodb.org/v10?query=34839at4891	Transcription initiation factor IIA large subunit
34849at4891	Complete	h2tg000059l_path	34409	33957	-	194.0	125	https://www.orthodb.org/v10?query=34849at4891	Multiprotein-bridging factor 1
34895at4891	Complete	h2tg000122l_path	5082	5984	+	338.8	223	https://www.orthodb.org/v10?query=34895at4891	MT-A70-like
34901at4891	Complete	h2tg000089l_path	186705	185707	-	289.2	198	https://www.orthodb.org/v10?query=34901at4891	transcription factor activity, RNA polymerase II transcription factor binding
34922at4891	Complete	h2tg000051l_path	10040	9633	-	195.7	104	https://www.orthodb.org/v10?query=34922at4891	ribosomal protein S12
34959at4891	Complete	h2tg000002l_path	49580	50869	+	225.9	206	https://www.orthodb.org/v10?query=34959at4891	Pheromone alpha factor receptor
35014at4891	Complete	h2tg000013l_path	54191	53052	-	110.3	99	https://www.orthodb.org/v10?query=35014at4891	Transcriptional repressor OPI1
35020at4891	Complete	h2tg000104l_path	12303	12992	+	231.0	157	https://www.orthodb.org/v10?query=35020at4891	Ribosomal protein L23/L15e core domain superfamily
35036at4891	Complete	h2tg000099l_path	194410	193583	-	263.9	226	https://www.orthodb.org/v10?query=35036at4891	nucleolar
35040at4891	Complete	h2tg000076l_path	71529	70617	-	196.1	197	https://www.orthodb.org/v10?query=35040at4891	Uncharacterised protein family UPF0363
35061at4891	Complete	h2tg000138l_path	11594	11980	+	223.8	107	https://www.orthodb.org/v10?query=35061at4891	Vacuolar transporter chaperone 1
35062at4891	Complete	h2tg000135l_path	2580	2957	+	189.1	100	https://www.orthodb.org/v10?query=35062at4891	ribonucleoprotein-associated protein
35082at4891	Complete	h2tg000022l_path	16892	17674	+	233.8	200	https://www.orthodb.org/v10?query=35082at4891	Manganese/iron superoxide dismutase, C-terminal
35083at4891	Complete	h2tg000129l_path	20317	19469	-	237.6	219	https://www.orthodb.org/v10?query=35083at4891	Protein BCP1
35117at4891	Complete	h2tg000089l_path	66937	67383	+	220.2	132	https://www.orthodb.org/v10?query=35117at4891	Cytosine deaminase
35136at4891	Complete	h2tg000117l_path	162173	162520	+	193.0	92	https://www.orthodb.org/v10?query=35136at4891	Cyclin-dependent kinases regulatory subunit
35139at4891	Complete	h2tg000052l_path	6644	7045	+	161.5	110	https://www.orthodb.org/v10?query=35139at4891	Multifunctional methyltransferase subunit TRM112
35160at4891	Complete	h2tg000029l_path	249194	248730	-	244.2	147	https://www.orthodb.org/v10?query=35160at4891	mitochondrial import protein Pam17
35165at4891	Complete	h2tg000032l_path	27487	28035	+	155.5	129	https://www.orthodb.org/v10?query=35165at4891	Signal peptidase subunit 3
35193at4891	Complete	h2tg000082l_path	110034	110963	+	289.8	204	https://www.orthodb.org/v10?query=35193at4891	RNA cap guanine-N2 methyltransferase
35210at4891	Complete	h2tg000133l_path	27602	25578	-	378.8	472	https://www.orthodb.org/v10?query=35210at4891	NatC N(alpha)-terminal acetyltransferase, Mak10 subunit
35216at4891	Complete	h2tg000054l_path	58529	58104	-	217.0	123	https://www.orthodb.org/v10?query=35216at4891	ribosomal protein S19
35223at4891	Complete	h2tg000137l_path	36842	36498	-	118.8	78	https://www.orthodb.org/v10?query=35223at4891	Ribosomal protein S18
35318at4891	Complete	h2tg000025l_path	8978	9391	+	116.8	100	https://www.orthodb.org/v10?query=35318at4891	ribosomal protein L14
35328at4891	Complete	h2tg000031l_path	62322	61819	-	155.8	98	https://www.orthodb.org/v10?query=35328at4891	Mitochondrial import inner membrane translocase subunit TIM14
35333at4891	Complete	h2tg000004l_path	13674	13129	-	138.8	102	https://www.orthodb.org/v10?query=35333at4891	ER membrane protein complex subunit 4
35367at4891	Complete	h2tg000135l_path	40376	39534	-	163.8	132	https://www.orthodb.org/v10?query=35367at4891	transcriptional repressor activity, RNA polymerase II transcription factor binding
35426at4891	Complete	h2tg000098l_path	56832	55918	-	142.5	156	https://www.orthodb.org/v10?query=35426at4891	Adenine nucleotide alpha hydrolases-like protein
35427at4891	Complete	h2tg000045l_path	111562	112375	+	134.3	175	https://www.orthodb.org/v10?query=35427at4891	Elongator complex protein 6
35459at4891	Complete	h2tg000067l_path	17697	18083	+	169.6	105	https://www.orthodb.org/v10?query=35459at4891	Transcription initiation factor TFIID subunit 9
35478at4891	Complete	h2tg000099l_path	190114	189518	-	247.9	165	https://www.orthodb.org/v10?query=35478at4891	Golgi apparatus membrane protein TVP23
35504at4891	Complete	h2tg000078l_path	92945	92517	-	199.6	123	https://www.orthodb.org/v10?query=35504at4891	40S ribosomal protein S12
35506at4891	Complete	h2tg000029l_path	262661	263101	+	128.7	91	https://www.orthodb.org/v10?query=35506at4891	Uncharacterised protein family UPF0538
35513at4891	Complete	h2tg000054l_path	1494	1922	+	175.6	108	https://www.orthodb.org/v10?query=35513at4891	Succinate dehydrogenase assembly factor 2, mitochondrial
35518at4891	Complete	h2tg000108l_path	649	197	-	162.0	112	https://www.orthodb.org/v10?query=35518at4891	Glycine cleavage system H protein
35584at4891	Complete	h2tg000021l_path	218364	218738	+	183.9	101	https://www.orthodb.org/v10?query=35584at4891	DNA-directed RNA polymerase subunit
35588at4891	Complete	h2tg000013l_path	196442	196873	+	193.4	105	https://www.orthodb.org/v10?query=35588at4891	Cytochrome c oxidase, subunit Va/VI
35656at4891	Complete	h2tg000005l_path	117953	118910	+	231.8	128	https://www.orthodb.org/v10?query=35656at4891	Ribosomal L18e/L15P superfamily
35669at4891	Complete	h2tg000117l_path	37244	36537	-	119.9	123	https://www.orthodb.org/v10?query=35669at4891	UDP-N-acetylglucosamine transferase subunit ALG14
35670at4891	Complete	h2tg000148l_path	1630	2379	+	238.6	118	https://www.orthodb.org/v10?query=35670at4891	FeS cluster insertion, C-terminal, conserved site
35699at4891	Complete	h2tg000147l_path	28745	27579	-	219.8	247	https://www.orthodb.org/v10?query=35699at4891	DHHA2 domain
35750at4891	Complete	h2tg000055l_path	57793	57434	-	187.8	109	https://www.orthodb.org/v10?query=35750at4891	DNA-directed RNA polymerase, RBP11-like dimerisation domain
35760at4891	Complete	h2tg000045l_path	2994	2536	-	236.5	124	https://www.orthodb.org/v10?query=35760at4891	Translation initiation factor 1A (eIF-1A)
35771at4891	Complete	h2tg000123l_path	36785	37141	+	135.2	97	https://www.orthodb.org/v10?query=35771at4891	mitochondrial ribosomal large subunit protein
35787at4891	Complete	h2tg000143l_path	42685	41993	-	132.5	131	https://www.orthodb.org/v10?query=35787at4891	rRNA-processing protein EFG1
35796at4891	Complete	h2tg000045l_path	45557	46411	+	161.3	147	https://www.orthodb.org/v10?query=35796at4891	LmbE-like protein
35823at4891	Complete	h2tg000119l_path	119365	119057	-	109.7	80	https://www.orthodb.org/v10?query=35823at4891	Protein of unknown function DUF1674
35842at4891	Complete	h2tg000087l_path	28213	27524	-	208.8	171	https://www.orthodb.org/v10?query=35842at4891	Winged helix-like DNA-binding domain superfamily
35844at4891	Complete	h2tg000027l_path	11853	11461	-	123.1	92	https://www.orthodb.org/v10?query=35844at4891	54S ribosomal protein L31, mitochondrial
35877at4891	Complete	h2tg000006l_path	141409	140384	-	252.3	217	https://www.orthodb.org/v10?query=35877at4891	Transcription initiation factor IIF subunit beta
